;Группа;Артикул;Номенклатура;Модели;ЦЕНА;;
;DAEWOO;96148970;Патрубок печки (вход);NEX;200;;260
;DAEWOO;96179610;Патрубок печки (выход) ;NEX;300;;390
;DAEWOO;96184324;Патрубок радиатор+бачок расширительный;NEX;200;;260
;DAEWOO;96180035;Патрубок радиатор+насос(пластиковый);NEX;300;;390
;DAEWOO;96109384;Патрубок радиатора верхний;ESP;200;;260
;DAEWOO;96180322;Патрубок радиатора верхний;NEX;350;;455
;DAEWOO;96182268;Патрубок радиатора верхний;LAN;200;;260
;DAEWOO;96181466;Патрубок радиатора верхний;LEG;260;;338
;DAEWOO;96144852;Патрубок радиатора верхний DOHC;NEX;300;;390
;DAEWOO;96322908;Патрубок радиатора нижний;MATIZ-2;260;;338
;DAEWOO;96130358;Патрубок радиатора нижний;ESP;280;;364
;DAEWOO;96144555;Патрубок радиатора нижний;NEX;200;;260
;DAEWOO;96181387;Патрубок радиатора нижний;NUB;340;;442
;DAEWOO;96271485;Патрубок радиатора нижний 2,0;NUB-2;340;;442
;DAEWOO;96351108;Патрубок радиатора Тройник;LEG;170;;221
;DAEWOO;96180229;Патрубок расширительного бачка нижний;NEX;200;;260
;DAEWOO;96184370;Патрубок системы охлаждения;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96143439;Патрубок системы охлождения;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96239439;Пепельница;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96239441;Пепельница;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96566642;Пепельница;MATIZ-2;280;;364
;DAEWOO;96243201;Пепельница;NEX;380;;494
;DAEWOO;96192754;Пепельница;NEX;420;;546
;DAEWOO;37400A80D12000;Переключатель подрелевой;DAMAS;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;94583134;Переключатель подрелевой;DAMAS;1390;;1807
;DAEWOO;96162879;Переключатель света;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96192084;Переключатель света;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96314332;Переключатель света;MATIZ-2;750;;975
;DAEWOO;96215551;Переключатель света;NEX;650;;845
;DAEWOO;96206801;Переключатель света;LEG;890;;1157
;DAEWOO;96213999;Переключатель света;ESP;940;;1222
;DAEWOO;96327935;Переключатель света;MAGNUS;950;;1235
;DAEWOO;96190794;Переключатель света подрулевой;NUB;950;;1235
;DAEWOO;96314334;Переключатель стеклоочист(+задн стеклоочиститель);MATIZ-2;650;;845
;DAEWOO;96230800;Переключатель стеклоочист(+задн стеклоочиститель);MATIZ-2;500;;650
;DAEWOO;96215553;Переключатель стеклоочист,;NEX;450;;585
;DAEWOO;96380679;Переключатель стеклоочист,;MATIZ;600;;780
;DAEWOO;96314333;Переключатель стеклоочист,;MATIZ;560;;728
;DAEWOO;96214000;Переключатель стеклоочист,;ESP;750;;975
;DAEWOO;96327932;Переключатель стеклоочистителя;MAGNUS;890;;1157
;DAEWOO;96157441;Переключатель стеклоподъемника двери пер,лев,;ESP;1680;;2184
;DAEWOO;96314175;Переходник системы охлаждения;MATIZ;110;;143
;DAEWOO;96320706;Переходник трубки;MATIZ;20;;26
;DAEWOO;96518605;Петля буксировочная;MATIZ;110;;143
;DAEWOO;96320399;Петля двери задней левой ;MATIZ-2;210;;273
;DAEWOO;96259043;Петля двери задней левой (верх);MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96320400;Петля двери задней левой (верхняя);MATIZ-2;210;;273
;DAEWOO;96259049;Петля двери задней левой (низ);MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96326807;Петля двери задней левой верх/правой низ;EPICA, MAGNUS;280;;364
;DAEWOO;96326808;Петля двери задней левой низ/правой верх;EPICA, MAGNUS;280;;364
;DAEWOO;96259044;Петля двери задней прав (верх);MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96259050;Петля двери задней прав (низ);MATIZ-2;230;;299
;DAEWOO;96513033;Петля двери перед лев(верх);MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96513037;Петля двери перед лев(низ);MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96513039;Петля двери перед лев(низ);MATIZ-2;210;;273
;DAEWOO;96513038;Петля двери перед прав (низ);MATIZ;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96513034;Петля двери перед прав(верх);MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96513035;Петля двери перед прав(верх);MATIZ-2;210;;273
;DAEWOO;96513036;Петля двери перед прав(верх);MATIZ-2;210;;273
;DAEWOO;96320401;Петля двери передней верхняя;MATIZ-2;210;;273
;DAEWOO;96320394;Петля двери передней левой (нижняя);MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96343761;Петля двери передней левой верхняя/правая нижняя;EPICA, MAGNUS;260;;338
;DAEWOO;96326749;Петля двери передней левой верхняя/правая нижняя;EPICA, MAGNUS;280;;364
;DAEWOO;96326750;Петля двери передней левой нижняя/правая верхняя;EPICA, MAGNUS;280;;364
;DAEWOO;96320398;Петля двери передней нижняя;MATIZ-2;210;;273
;DAEWOO;96513040;Петля двери передней правой (нижняя);MATIZ-2;210;;273
;DAEWOO;96314602;Петля задней  двери (5-ая) ;MATIZ;160;;208
;DAEWOO;96229581;Петля задней двери верхняя;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96229582;Петля задней двери нижняя;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96308166;Петля капота левая;NUB;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96562443;Петля капота левая;MATIZ-2;250;;325
;DAEWOO;96569419;Петля капота левая;MATIZ;240;;312
;DAEWOO;96326955;Петля капота левая;MAGNUS;260;;338
;DAEWOO;96205518;Петля капота левая;LEG;300;;390
;DAEWOO;96175303;Петля капота левая Nex;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96205519;Петля капота правая;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96562444;Петля капота правая;MATIZ-2;250;;325
;DAEWOO;96569420;Петля капота правая;MATIZ;230;;299
;DAEWOO;96326956;Петля капота правая;MAGNUS;260;;338
;DAEWOO;96175304;Петля капота правая Nex;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;90221523;Петля крышки багажника левая;NEX;200;;260
;DAEWOO;96327529;Петля крышки багажника левая;EVAN, MAGNUS;540;;702
;DAEWOO;96167921;Петля крышки багажника левая;ESP;90;;117
;DAEWOO;90221524;Петля крышки багажника правая;NEX;250;;325
;DAEWOO;96327530;Петля крышки багажника правая;MAGNUS;540;;702
;DAEWOO;96167922;Петля крышки багажника правая;ESP;90;;117
;DAEWOO;96229579;Петля передней двери верхняя;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96229580;Петля передней двери нижняя;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;94530618;Пистон 5-й двери Matiz;MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96562681;Планка подфанарная левая;MATIZ;160;;208
;DAEWOO;96562683;Планка подфанарная левая;MATIZ-2;160;;208
;DAEWOO;96562682;Планка подфанарная прав;MATIZ;160;;208
;DAEWOO;96562684;Планка подфанарная прав;MATIZ;160;;208
;DAEWOO;96568392NG;Планка подфарная;MATIZ;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96562773;Планка подфарная;MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96568392;Планка подфарная;MATIZ-2;1250;;1625
;DAEWOO;10036150;Пластина бампера переднего левая;NEX;100;;130
;DAEWOO;10036149;Пластина бампера переднего правая;NEX;100;;130
;DAEWOO;96169593;Пластина капота;NEX;10;;13
;DAEWOO;96119456;Пластина лонжерон передняя ЛВ (буксир);ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96194459;Пластина лонжерон передняя ПР (буксир);ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;10036162;Пластина услителя заднего бампера;NEX;40;;52
;DAEWOO;96574700;Платформа задних колодок лев;AVEO;560;;728
;DAEWOO;96574701;Платформа задних колодок прав;AVEO;900;;1170
;DAEWOO;96116371;Плафон внутреннего освещения;;100;;130
;DAEWOO;96162810;Плафон салона+часы;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96566190;Площадка АКБ;MATIZ-2;230;;299
;DAEWOO;96136030A;Площадка аккумулятора;ESP;140;;182
;DAEWOO;96562972;Поводок стеклоочистителя заднего;MATIZ-2;350;;455
;DAEWOO;96185615;Поводок стеклоочистителя левый;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96341430;Поводок стеклоочистителя левый;ESP;240;;312
;DAEWOO;96341425;Поводок стеклоочистителя левый;NEX;250;;325
;DAEWOO;96314778;Поводок стеклоочистителя левый;MATIZ;300;;390
;DAEWOO;96219385;Поводок стеклоочистителя левый;NUB;340;;442
;DAEWOO;96342891;Поводок стеклоочистителя левый;LEG;400;;520
;DAEWOO;96327009;Поводок стеклоочистителя левый;MAGNUS;400;;520
;DAEWOO;96185616;Поводок стеклоочистителя правый;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96341431;Поводок стеклоочистителя правый;ESP;240;;312
;DAEWOO;96341426;Поводок стеклоочистителя правый;NEX;250;;325
;DAEWOO;96314779;Поводок стеклоочистителя правый;MATIZ;350;;455
;DAEWOO;96327011;Поводок стеклоочистителя правый;MAGNUS;400;;520
;DAEWOO;96342896;Поводок стеклоочистителя правый;LEG;400;;520
;DAEWOO;96323669;Повторитель поворота в крыло;AVEO, LEG, MATIZ, MATIZ-2, NUB;150;;195
;DAEWOO;96208831;Повторитель поворота в крыло;NEX, ESP;200;;260
;DAEWOO;96107494;Повторитель поворота в крыло (Круглый);ESP, NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96351529;Подвеска глушителя;EPICA, LACTT, LAN, LEG, MAGNUS, NUB;100;;130
;DAEWOO;92063880;Поддон двигателя;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;92063031;Поддон двигателя;ESP;1400;;1820
;DAEWOO;92065756;Поддон двигателя;LEG;5110;;6643
;DAEWOO;94580107;Поддон двигателя;MATIZ;850;;1105
;DAEWOO;90409982;Поддон двигателя 1,5 S;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;90281639;Поддон двигателя 96-;LAN, NEX, NUB;980;;1274
;DAEWOO;96351480;Поддон двигателя 96-;LAN, NEX, NUB;950;;1235
;DAEWOO;94580751;Поддон КПП;ESP, NEX;350;;455
;DAEWOO;92063062;Поддон масляный;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;76176250SB;Подкрылки комплект;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96172649;Подкрылок;;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96234170;Подкрылок задний левый бампера торцевой;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96234171;Подкрылок задний правый бампера торцевой;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96176249;Подкрылок переднии левый;NEX;400;;520
;DAEWOO;96301307;Подкрылок переднии левый;NUB;560;;728
;DAEWOO;96205496;Подкрылок передний левый;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96175249;Подкрылок передний левый;NEX;Уточняйте наличие;;#ЗНАЧ!
